Time	Channel A	Channel B
87.98999978	5.55179600	6.75043100
87.99199978	5.63853400	6.75043100
87.99399978	5.55179600	6.75043100
87.99599978	5.55179600	6.75043100
87.99799978	5.55179600	6.75043100
87.99999978	5.55179600	6.75043100
88.00199978	5.55179600	6.75043100
88.00399978	5.55179600	6.75043100
88.00599978	5.55179600	6.75043100
88.00799978	5.55179600	6.83686000
88.00999978	5.55179600	6.75043100
88.01199978	5.55179600	6.75043100
88.01399978	5.55179600	6.75043100
88.01599978	5.55179600	6.75043100
88.01799978	5.55179600	6.75043100
88.01999978	5.55179600	6.83686000
88.02199978	5.55179600	6.83686000
88.02399978	5.55179600	6.75043100
88.02599978	5.55179600	6.83686000
88.02799978	5.55179600	6.83686000
88.02999978	5.55179600	6.83686000
88.03199978	5.55179600	6.83686000
88.03399978	5.55179600	6.83686000
88.03599978	5.55179600	6.83686000
88.03799978	5.55179600	6.83686000
88.03999978	5.46505900	6.83686000
88.04199978	5.55179600	6.83686000
88.04399978	5.46505900	6.83686000
88.04599978	5.46505900	6.83686000
88.04799978	5.46505900	6.83686000
88.04999978	5.55179600	6.83686000
88.05199978	5.46505900	6.83686000
88.05399978	5.46505900	6.83686000
88.05599978	5.46505900	6.83686000
88.05799978	5.46505900	6.83686000
88.05999978	5.55179600	6.83686000
88.06199978	5.46505900	6.83686000
88.06399978	5.46505900	6.83686000
88.06599978	5.46505900	6.83686000
88.06799978	5.46505900	6.83686000
88.06999978	5.46505900	6.83686000
88.07199978	5.46505900	6.83686000
88.07399978	5.46505900	6.83686000
88.07599978	5.46505900	6.83686000
88.07799978	5.46505900	6.83686000
88.07999978	5.46505900	6.83686000
88.08199978	5.46505900	6.83686000
88.08399978	5.46505900	6.83686000
88.08599978	5.46505900	6.92359700
88.08799978	5.46505900	6.92359700
88.08999978	5.46505900	6.92359700
88.09199978	5.46505900	6.92359700
88.09399978	5.46505900	6.92359700
88.09599978	5.46505900	6.92359700
88.09799978	5.46505900	6.92359700
88.09999978	5.46505900	6.92359700
88.10199978	5.46505900	6.92359700
88.10399978	5.46505900	6.92359700
88.10599978	5.46505900	6.92359700
88.10799978	5.46505900	6.92359700
88.10999978	5.46505900	6.92359700
88.11199978	5.37832200	6.92359700
88.11399978	5.37832200	6.92359700
88.11599978	5.37832200	6.92359700
88.11799978	5.37832200	6.92359700
88.11999978	5.46505900	6.92359700
88.12199978	5.37832200	6.92359700
88.12399978	5.37832200	6.92359700
88.12599978	5.46505900	6.92359700
88.12799978	5.37832200	6.92359700
88.12999978	5.37832200	6.92359700
88.13199978	5.37832200	6.92359700
88.13399978	5.37832200	6.92359700
88.13599978	5.37832200	6.92359700
88.13799978	5.37832200	7.01002700
88.13999978	5.37832200	6.92359700
88.14199978	5.37832200	6.92359700
88.14399978	5.37832200	6.92359700
88.14599978	5.37832200	6.92359700
88.14799978	5.37832200	6.92359700
88.14999978	5.37832200	6.92359700
88.15199978	5.37832200	7.01002700
88.15399978	5.37832200	6.92359700
88.15599978	5.37832200	6.92359700
88.15799978	5.37832200	7.01002700
88.15999978	5.37832200	7.01002700
88.16199978	5.37832200	7.01002700
88.16399978	5.37832200	7.01002700
88.16599978	5.37832200	7.01002700
88.16799978	5.37832200	7.01002700
88.16999978	5.37832200	7.01002700
88.17199978	5.37832200	7.01002700
88.17399978	5.37832200	7.01002700
88.17599978	5.37832200	7.01002700
88.17799978	5.37832200	7.01002700
88.17999978	5.37832200	7.01002700
88.18199978	5.37832200	7.01002700
88.18399978	5.37832200	7.01002700
88.18599978	5.29158400	7.01002700
88.18799978	5.37832200	7.01002700
88.18999978	5.37832200	7.01002700
88.19199978	5.29158400	7.01002700
88.19399978	5.29158400	7.01002700
88.19599978	5.29158400	7.01002700
88.19799978	5.29158400	7.01002700
88.19999978	5.29158400	7.01002700
88.20199978	5.29158400	7.01002700
88.20399978	5.29158400	7.01002700
88.20599978	5.29158400	7.01002700
88.20799978	5.29158400	7.01002700
88.20999978	5.29158400	7.01002700
88.21199978	5.29158400	7.01002700
88.21399978	5.29158400	7.09645700
88.21599978	5.29158400	7.09645700
88.21799978	5.29158400	7.09645700
88.21999978	5.29158400	7.09645700
88.22199978	5.29158400	7.09645700
88.22399978	5.29158400	7.01002700
88.22599978	5.29158400	7.01002700
88.22799978	5.29158400	7.09645700
88.22999978	5.29158400	7.01002700
88.23199978	5.29158400	7.01002700
88.23399978	5.29158400	7.09645700
88.23599978	5.29158400	7.01002700
88.23799978	5.29158400	7.09645700
88.23999978	5.29158400	7.09645700
88.24199978	5.29158400	7.09645700
88.24399978	5.29158400	7.09645700
88.24599978	5.29158400	7.09645700
88.24799978	5.29158400	7.09645700
88.24999978	5.29158400	7.09645700
88.25199978	5.29158400	7.09645700
88.25399978	5.20484700	7.09645700
88.25599978	5.29158400	7.09645700
88.25799978	5.20484700	7.09645700
88.25999978	5.29158400	7.09645700
88.26199978	5.29158400	7.09645700
88.26399978	5.20484700	7.09645700
88.26599978	5.20484700	7.09645700
88.26799978	5.20484700	7.09645700
88.26999978	5.20484700	7.09645700
88.27199978	5.20484700	7.09645700
88.27399978	5.20484700	7.09645700
88.27599978	5.20484700	7.09645700
88.27799978	5.20484700	7.09645700
88.27999978	5.20484700	7.09645700
88.28199978	5.20484700	7.09645700
88.28399978	5.20484700	7.18319400
88.28599978	5.20484700	7.09645700
88.28799978	5.20484700	7.18319400
88.28999978	5.20484700	7.09645700
88.29199978	5.20484700	7.09645700
88.29399978	5.20484700	7.09645700
88.29599978	5.20484700	7.09645700
88.29799978	5.20484700	7.09645700
88.29999978	5.20484700	7.09645700
88.30199978	5.20484700	7.09645700
88.30399978	5.20484700	7.09645700
88.30599978	5.20484700	7.09645700
88.30799978	5.20484700	7.09645700
88.30999978	5.20484700	7.09645700
88.31199978	5.20484700	7.18319400
88.31399978	5.20484700	7.09645700
88.31599978	5.20484700	7.18319400
88.31799978	5.20484700	7.18319400
88.31999978	5.20484700	7.09645700
88.32199978	5.20484700	7.18319400
88.32399978	5.20484700	7.18319400
88.32599978	5.11811000	7.09645700
88.32799978	5.20484700	7.18319400
88.32999978	5.20484700	7.18319400
88.33199978	5.20484700	7.18319400
88.33399978	5.11811000	7.09645700
88.33599978	5.11811000	7.18319400
88.33799978	5.11811000	7.09645700
88.33999978	5.11811000	7.18319400
88.34199978	5.11811000	7.18319400
88.34399978	5.11811000	7.18319400
88.34599978	5.11811000	7.09645700
88.34799978	5.11811000	7.18319400
88.34999978	5.11811000	7.18319400
88.35199978	5.11811000	7.18319400
88.35399978	5.11811000	7.18319400
88.35599978	5.11811000	7.18319400
88.35799978	5.11811000	7.18319400
88.35999978	5.11811000	7.18319400
88.36199978	5.11811000	7.18319400
88.36399978	5.11811000	7.18319400
88.36599978	5.11811000	7.18319400
88.36799978	5.11811000	7.18319400
88.36999978	5.11811000	7.18319400
88.37199978	5.11811000	7.18319400
88.37399978	5.11811000	7.18319400
88.37599978	5.11811000	7.18319400
88.37799978	5.11811000	7.18319400
88.37999978	5.11811000	7.18319400
88.38199978	5.11811000	7.18319400
88.38399978	5.11811000	7.18319400
88.38599978	5.11811000	7.18319400
88.38799978	5.11811000	7.18319400
88.38999978	5.11811000	7.18319400
88.39199978	5.11811000	7.18319400
88.39399978	5.11811000	7.18319400
88.39599978	5.11811000	7.18319400
88.39799978	5.03137300	7.18319400
88.39999978	5.11811000	7.18319400
88.40199978	5.03137300	7.18319400
88.40399978	5.03137300	7.18319400
88.40599978	5.03137300	7.18319400
88.40799978	5.03137300	7.18319400
88.40999978	5.03137300	7.18319400
88.41199978	5.03137300	7.18319400
88.41399978	5.03137300	7.18319400
88.41599978	5.03137300	7.18319400
88.41799978	5.03137300	7.18319400
88.41999978	5.03137300	7.18319400
88.42199978	5.03137300	7.18319400
88.42399978	5.03137300	7.18319400
88.42599978	5.03137300	7.18319400
88.42799978	5.03137300	7.18319400
88.42999978	5.03137300	7.18319400
88.43199978	5.03137300	7.18319400
88.43399978	5.03137300	7.18319400
88.43599978	5.03137300	7.18319400
88.43799978	5.03137300	7.18319400
88.43999978	5.03137300	7.18319400
88.44199978	5.03137300	7.18319400
88.44399978	5.03137300	7.18319400
88.44599978	5.03137300	7.18319400
88.44799978	5.03137300	7.18319400
88.44999978	4.94463600	7.18319400
88.45199978	5.03137300	7.26962300
88.45399978	5.03137300	7.18319400
88.45599978	5.03137300	7.18319400
88.45799978	5.03137300	7.18319400
88.45999978	5.03137300	7.18319400
88.46199978	4.94463600	7.18319400
88.46399978	5.03137300	7.18319400
88.46599978	5.03137300	7.26962300
88.46799978	5.03137300	7.26962300
88.46999978	4.94463600	7.18319400
88.47199978	5.03137300	7.18319400
88.47399978	4.94463600	7.18319400
88.47599978	4.94463600	7.26962300
88.47799978	5.03137300	7.18319400
88.47999978	4.94463600	7.18319400
88.48199978	4.94463600	7.18319400
88.48399978	4.94463600	7.18319400
88.48599978	4.94463600	7.26962300
88.48799978	4.94463600	7.18319400
88.48999978	4.94463600	7.18319400
88.49199978	4.94463600	7.18319400
88.49399978	4.94463600	7.26962300
88.49599978	4.94463600	7.18319400
88.49799978	4.94463600	7.18319400
88.49999978	4.94463600	7.18319400
88.50199978	4.94463600	7.18319400
88.50399978	4.94463600	7.18319400
88.50599978	4.94463600	7.18319400
88.50799978	4.94463600	7.18319400
88.50999978	4.94463600	7.18319400
88.51199978	4.94463600	7.18319400
88.51399978	4.94463600	7.18319400
88.51599978	4.94463600	7.18319400
88.51799978	4.94463600	7.18319400
88.51999978	4.94463600	7.18319400
88.52199978	4.94463600	7.18319400
88.52399978	4.94463600	7.18319400
88.52599978	4.94463600	7.18319400
88.52799978	4.94463600	7.18319400
88.52999978	4.94463600	7.18319400
88.53199978	4.94463600	7.18319400
88.53399978	4.94463600	7.18319400
88.53599978	4.94463600	7.26962300
88.53799978	4.85789900	7.18319400
88.53999978	4.85789900	7.18319400
88.54199978	4.85789900	7.18319400
88.54399978	4.94463600	7.18319400
88.54599978	4.85789900	7.18319400
88.54799978	4.85789900	7.18319400
88.54999978	4.85789900	7.18319400
88.55199978	4.94463600	7.18319400
88.55399978	4.94463600	7.18319400
88.55599978	4.94463600	7.18319400
88.55799978	4.85789900	7.18319400
88.55999978	4.85789900	7.18319400
88.56199978	4.85789900	7.18319400
88.56399978	4.85789900	7.18319400
88.56599978	4.85789900	7.18319400
88.56799978	4.85789900	7.18319400
88.56999978	4.85789900	7.18319400
88.57199978	4.85789900	7.18319400
88.57399978	4.85789900	7.18319400
88.57599978	4.85789900	7.18319400
88.57799978	4.85789900	7.18319400
88.57999978	4.85789900	7.18319400
88.58199978	4.85789900	7.18319400
88.58399978	4.85789900	7.18319400
88.58599978	4.85789900	7.18319400
88.58799978	4.85789900	7.18319400
88.58999978	4.85789900	7.18319400
88.59199978	4.85789900	7.18319400
88.59399978	4.85789900	7.18319400
88.59599978	4.85789900	7.18319400
88.59799978	4.85789900	7.18319400
88.59999978	4.85789900	7.18319400
88.60199978	4.85789900	7.18319400
88.60399978	4.85789900	7.18319400
88.60599978	4.85789900	7.18319400
88.60799978	4.85789900	7.18319400
88.60999978	4.85789900	7.18319400
88.61199978	4.85789900	7.18319400
88.61399978	4.85789900	7.18319400
88.61599978	4.85789900	7.18319400
88.61799978	4.77116200	7.18319400
88.61999978	4.85789900	7.18319400
88.62199978	4.77116200	7.18319400
88.62399978	4.77116200	7.18319400
88.62599978	4.77116200	7.18319400
88.62799978	4.85789900	7.18319400
88.62999978	4.85789900	7.18319400
88.63199978	4.77116200	7.18319400
88.63399978	4.77116200	7.18319400
88.63599978	4.77116200	7.09645700
88.63799978	4.77116200	7.09645700
88.63999978	4.77116200	7.18319400
88.64199978	4.77116200	7.18319400
88.64399978	4.77116200	7.18319400
88.64599978	4.77116200	7.09645700
88.64799978	4.77116200	7.09645700
88.64999978	4.77116200	7.09645700
88.65199978	4.77116200	7.09645700
88.65399978	4.77116200	7.09645700
88.65599978	4.77116200	7.09645700
88.65799978	4.77116200	7.09645700
88.65999978	4.77116200	7.09645700
88.66199978	4.77116200	7.09645700
88.66399978	4.77116200	7.09645700
88.66599978	4.77116200	7.09645700
88.66799978	4.77116200	7.09645700
88.66999978	4.77116200	7.09645700
88.67199978	4.77116200	7.09645700
88.67399978	4.77116200	7.09645700
88.67599978	4.77116200	7.09645700
88.67799978	4.77116200	7.09645700
88.67999978	4.77116200	7.09645700
88.68199978	4.68442400	7.09645700
88.68399978	4.68442400	7.09645700
88.68599978	4.68442400	7.09645700
88.68799978	4.77116200	7.09645700
88.68999978	4.77116200	7.09645700
88.69199978	4.77116200	7.09645700
88.69399978	4.77116200	7.09645700
88.69599978	4.77116200	7.09645700
88.69799978	4.77116200	7.09645700
88.69999978	4.68442400	7.09645700
88.70199978	4.68442400	7.09645700
88.70399978	4.68442400	7.09645700
88.70599978	4.68442400	7.09645700
88.70799978	4.68442400	7.01002700
88.70999978	4.68442400	7.09645700
88.71199978	4.68442400	7.09645700
88.71399978	4.68442400	7.01002700
88.71599978	4.68442400	7.01002700
88.71799978	4.68442400	7.09645700
88.71999978	4.68442400	7.09645700
88.72199978	4.68442400	7.09645700
88.72399978	4.68442400	7.01002700
88.72599978	4.68442400	7.01002700
88.72799978	4.68442400	7.01002700
88.72999978	4.68442400	7.01002700
88.73199978	4.68442400	7.01002700
88.73399978	4.68442400	7.01002700
88.73599978	4.68442400	7.01002700
88.73799978	4.68442400	7.01002700
88.73999978	4.68442400	7.01002700
88.74199978	4.68442400	7.01002700
88.74399978	4.68442400	7.01002700
88.74599978	4.68442400	7.01002700
88.74799978	4.68442400	7.01002700
88.74999978	4.59768700	7.01002700
88.75199978	4.68442400	7.01002700
88.75399978	4.68442400	7.01002700
88.75599978	4.68442400	7.01002700
88.75799978	4.68442400	7.01002700
88.75999978	4.68442400	6.92359700
88.76199978	4.68442400	6.92359700
88.76399978	4.59768700	7.01002700
88.76599978	4.59768700	6.92359700
88.76799978	4.68442400	6.92359700
88.76999978	4.59768700	6.92359700
88.77199978	4.59768700	7.01002700
88.77399978	4.59768700	7.01002700
88.77599978	4.59768700	6.92359700
88.77799978	4.59768700	6.92359700
88.77999978	4.59768700	6.92359700
88.78199978	4.59768700	6.92359700
88.78399978	4.59768700	6.92359700
88.78599978	4.59768700	6.92359700
88.78799978	4.59768700	6.92359700
88.78999978	4.59768700	6.92359700
88.79199978	4.59768700	6.92359700
88.79399978	4.59768700	6.92359700
88.79599978	4.59768700	6.92359700
88.79799978	4.59768700	6.92359700
88.79999978	4.59768700	6.92359700
88.80199978	4.59768700	6.92359700
88.80399978	4.59768700	6.92359700
88.80599978	4.59768700	6.83686000
88.80799978	4.59768700	6.92359700
88.80999978	4.59768700	6.92359700
88.81199978	4.59768700	6.83686000
88.81399978	4.59768700	6.83686000
88.81599978	4.59768700	6.92359700
88.81799978	4.59768700	6.83686000
88.81999978	4.59768700	6.83686000
88.82199978	4.51095000	6.83686000
88.82399978	4.59768700	6.83686000
88.82599978	4.51095000	6.83686000
88.82799978	4.59768700	6.83686000
88.82999978	4.51095000	6.83686000
88.83199978	4.59768700	6.83686000
88.83399978	4.51095000	6.83686000
88.83599978	4.59768700	6.83686000
88.83799978	4.59768700	6.83686000
88.83999978	4.51095000	6.83686000
88.84199978	4.51095000	6.83686000
88.84399978	4.59768700	6.83686000
88.84599978	4.51095000	6.75043100
88.84799978	4.51095000	6.83686000
88.84999978	4.51095000	6.75043100
88.85199978	4.51095000	6.75043100
88.85399978	4.51095000	6.75043100
88.85599978	4.51095000	6.75043100
88.85799978	4.51095000	6.75043100
88.85999978	4.51095000	6.75043100
88.86199978	4.51095000	6.75043100
88.86399978	4.51095000	6.75043100
88.86599978	4.51095000	6.75043100
88.86799978	4.51095000	6.75043100
88.86999978	4.51095000	6.75043100
88.87199978	4.51095000	6.75043100
88.87399978	4.51095000	6.75043100
88.87599978	4.51095000	6.66369300
88.87799978	4.51095000	6.75043100
88.87999978	4.51095000	6.75043100
88.88199978	4.51095000	6.75043100
88.88399978	4.51095000	6.66369300
88.88599978	4.51095000	6.66369300
88.88799978	4.51095000	6.66369300
88.88999978	4.51095000	6.66369300
88.89199978	4.51095000	6.66369300
88.89399978	4.51095000	6.66369300
88.89599978	4.51095000	6.66369300
88.89799978	4.51095000	6.66369300
88.89999978	4.51095000	6.66369300
88.90199978	4.51095000	6.66369300
88.90399978	4.42390500	6.66369300
88.90599978	4.51095000	6.66369300
88.90799978	4.42390500	6.66369300
88.90999978	4.51095000	6.57726400
88.91199978	4.51095000	6.57726400
88.91399978	4.42390500	6.57726400
88.91599978	4.42390500	6.57726400
88.91799978	4.42390500	6.57726400
88.91999978	4.42390500	6.57726400
88.92199978	4.42390500	6.57726400
88.92399978	4.51095000	6.57726400
88.92599978	4.42390500	6.57726400
88.92799978	4.42390500	6.57726400
88.92999978	4.42390500	6.57726400
88.93199978	4.42390500	6.57726400
88.93399978	4.42390500	6.57726400
88.93599978	4.42390500	6.49083400
88.93799978	4.42390500	6.57726400
88.93999978	4.42390500	6.57726400
88.94199978	4.42390500	6.49083400
88.94399978	4.42390500	6.57726400
88.94599978	4.42390500	6.49083400
88.94799978	4.42390500	6.49083400
88.94999978	4.42390500	6.49083400
88.95199978	4.42390500	6.49083400
88.95399978	4.42390500	6.49083400
88.95599978	4.42390500	6.49083400
88.95799978	4.42390500	6.40409700
88.95999978	4.42390500	6.49083400
88.96199978	4.33716800	6.49083400
88.96399978	4.42390500	6.49083400
88.96599978	4.33716800	6.40409700
88.96799978	4.42390500	6.40409700
88.96999978	4.42390500	6.40409700
88.97199978	4.42390500	6.40409700
88.97399978	4.33716800	6.40409700
88.97599978	4.42390500	6.40409700
88.97799978	4.33716800	6.40409700
88.97999978	4.33716800	6.40409700
88.98199978	4.33716800	6.40409700
88.98399978	4.42390500	6.40409700
88.98599978	4.33716800	6.40409700
88.98799978	4.33716800	6.40409700
88.98999978	4.33716800	6.40409700
88.99199978	4.33716800	6.31766700
88.99399978	4.33716800	6.31766700
88.99599978	4.33716800	6.40409700
88.99799978	4.33716800	6.31766700
88.99999978	4.33716800	6.31766700
89.00199978	4.33716800	6.31766700
89.00399978	4.33716800	6.31766700
89.00599978	4.33716800	6.31766700
89.00799978	4.33716800	6.31766700
89.00999978	4.33716800	6.31766700
89.01199978	4.33716800	6.31766700
89.01399978	4.33716800	6.31766700
89.01599978	4.33716800	6.31766700
89.01799978	4.33716800	6.31766700
89.01999978	4.33716800	6.23123800
89.02199978	4.33716800	6.31766700
89.02399978	4.33716800	6.23123800
89.02599978	4.33716800	6.23123800
89.02799978	4.33716800	6.23123800
89.02999978	4.33716800	6.23123800
89.03199978	4.33716800	6.23123800
89.03399978	4.33716800	6.23123800
89.03599978	4.33716800	6.23123800
89.03799978	4.33716800	6.23123800
89.03999978	4.33716800	6.23123800
89.04199978	4.33716800	6.14450000
89.04399978	4.33716800	6.23123800
89.04599978	4.33716800	6.14450000
89.04799978	4.33716800	6.14450000
89.04999978	4.25043100	6.14450000
89.05199978	4.33716800	6.14450000
89.05399978	4.33716800	6.14450000
89.05599978	4.33716800	6.14450000
89.05799978	4.25043100	6.14450000
89.05999978	4.25043100	6.14450000
89.06199978	4.25043100	6.14450000
89.06399978	4.25043100	6.14450000
89.06599978	4.25043100	6.14450000
89.06799978	4.25043100	6.05807100
89.06999978	4.25043100	6.05807100
89.07199978	4.25043100	6.05807100
89.07399978	4.25043100	6.05807100
89.07599978	4.25043100	6.05807100
89.07799978	4.25043100	6.05807100
89.07999978	4.25043100	6.05807100
89.08199978	4.25043100	6.05807100
89.08399978	4.25043100	6.05807100
89.08599978	4.25043100	6.05807100
89.08799978	4.25043100	6.05807100
89.08999978	4.25043100	6.05807100
89.09199978	4.25043100	5.97133400
89.09399978	4.25043100	6.05807100
89.09599978	4.25043100	5.97133400
89.09799978	4.25043100	5.97133400
89.09999978	4.25043100	5.97133400
89.10199978	4.25043100	5.97133400
89.10399978	4.25043100	5.97133400
89.10599978	4.25043100	5.97133400
89.10799978	4.25043100	5.97133400
89.10999978	4.25043100	5.97133400
89.11199978	4.25043100	5.88490400
89.11399978	4.25043100	5.88490400
89.11599978	4.25043100	5.88490400
89.11799977	4.16369300	5.97133400
89.11999977	4.16369300	5.88490400
89.12199977	4.25043100	5.88490400
89.12399977	4.16369300	5.88490400
89.12599977	4.16369300	5.88490400
89.12799977	4.25043100	5.88490400
89.12999977	4.16369300	5.88490400
89.13199977	4.25043100	5.88490400
89.13399977	4.16369300	5.88490400
89.13599977	4.16369300	5.88490400
89.13799977	4.16369300	5.79847400
89.13999977	4.16369300	5.79847400
89.14199977	4.16369300	5.79847400
89.14399977	4.16369300	5.79847400
89.14599977	4.25043100	5.79847400
89.14799977	4.16369300	5.79847400
89.14999977	4.16369300	5.79847400
89.15199977	4.16369300	5.79847400
89.15399977	4.16369300	5.79847400
89.15599977	4.16369300	5.79847400
89.15799977	4.16369300	5.71173700
89.15999977	4.16369300	5.79847400
89.16199977	4.16369300	5.71173700
89.16399977	4.16369300	5.71173700
89.16599977	4.16369300	5.71173700
89.16799977	4.16369300	5.71173700
89.16999977	4.16369300	5.71173700
89.17199977	4.16369300	5.71173700
89.17399977	4.07695600	5.71173700
89.17599977	4.16369300	5.71173700
89.17799977	4.16369300	5.71173700
89.17999977	4.16369300	5.62530800
89.18199977	4.16369300	5.62530800
89.18399977	4.16369300	5.62530800
89.18599977	4.07695600	5.62530800
89.18799977	4.16369300	5.62530800
89.18999977	4.16369300	5.62530800
89.19199977	4.16369300	5.62530800
89.19399977	4.16369300	5.62530800
89.19599977	4.16369300	5.62530800
89.19799977	4.16369300	5.62530800
89.19999977	4.16369300	5.62530800
89.20199977	4.07695600	5.62530800
89.20399977	4.07695600	5.62530800
89.20599977	4.07695600	5.62530800
89.20799977	4.07695600	5.62530800
89.20999977	4.07695600	5.53887800
89.21199977	4.07695600	5.53887800
89.21399977	4.07695600	5.53887800
89.21599977	4.07695600	5.53887800
89.21799977	4.07695600	5.53887800
89.21999977	4.07695600	5.53887800
89.22199977	4.07695600	5.53887800
89.22399977	4.07695600	5.53887800
89.22599977	4.07695600	5.53887800
89.22799977	4.07695600	5.53887800
89.22999977	4.07695600	5.53887800
89.23199977	4.07695600	5.45214100
89.23399977	4.07695600	5.45214100
89.23599977	4.07695600	5.45214100
89.23799977	4.07695600	5.45214100
89.23999977	4.07695600	5.45214100
89.24199977	4.07695600	5.45214100
89.24399977	4.07695600	5.45214100
89.24599977	4.07695600	5.45214100
89.24799977	4.07695600	5.45214100
89.24999977	4.07695600	5.45214100
89.25199977	4.07695600	5.45214100
89.25399977	4.07695600	5.45214100
89.25599977	4.07695600	5.45214100
89.25799977	4.07695600	5.45214100
89.25999977	4.07695600	5.36571100
89.26199977	4.07695600	5.36571100
89.26399977	3.99021900	5.36571100
89.26599977	3.99021900	5.36571100
89.26799977	3.99021900	5.36571100
89.26999977	3.99021900	5.36571100
89.27199977	3.99021900	5.36571100
89.27399977	4.07695600	5.36571100
89.27599977	3.99021900	5.36571100
89.27799977	3.99021900	5.36571100
89.27999977	3.99021900	5.36571100
89.28199977	3.99021900	5.36571100
89.28399977	3.99021900	5.36571100
89.28599977	3.99021900	5.36571100
89.28799977	3.99021900	5.36571100
89.28999977	3.99021900	5.27897400
89.29199977	3.99021900	5.27897400
89.29399977	3.99021900	5.27897400
89.29599977	3.99021900	5.27897400
89.29799977	3.99021900	5.27897400
89.29999977	3.99021900	5.27897400
89.30199977	3.99021900	5.27897400
89.30399977	3.99021900	5.27897400
89.30599977	3.99021900	5.27897400
89.30799977	3.99021900	5.27897400
89.30999977	3.99021900	5.27897400
89.31199977	3.99021900	5.19254400
89.31399977	3.99021900	5.19254400
89.31599977	3.99021900	5.19254400
89.31799977	3.99021900	5.19254400
89.31999977	3.99021900	5.19254400
89.32199977	3.99021900	5.19254400
89.32399977	3.99021900	5.19254400
89.32599977	3.90348200	5.19254400
89.32799977	3.99021900	5.19254400
89.32999977	3.99021900	5.19254400
89.33199977	3.99021900	5.19254400
89.33399977	3.99021900	5.19254400
89.33599977	3.99021900	5.19254400
89.33799977	3.99021900	5.10611500
89.33999977	3.90348200	5.10611500
89.34199977	3.90348200	5.10611500
89.34399977	3.99021900	5.10611500
89.34599977	3.90348200	5.10611500
89.34799977	3.90348200	5.10611500
89.34999977	3.90348200	5.10611500
89.35199977	3.90348200	5.10611500
89.35399977	3.99021900	5.10611500
89.35599977	3.90348200	5.10611500
89.35799977	3.90348200	5.10611500
89.35999977	3.90348200	5.10611500
89.36199977	3.90348200	5.10611500
89.36399977	3.90348200	5.10611500
89.36599977	3.90348200	5.10611500
89.36799977	3.90348200	5.01937700
89.36999977	3.90348200	5.10611500
89.37199977	3.90348200	5.01937700
89.37399977	3.90348200	5.01937700
89.37599977	3.90348200	5.01937700
89.37799977	3.90348200	5.01937700
89.37999977	3.90348200	5.01937700
89.38199977	3.90348200	5.01937700
89.38399977	3.90348200	5.01937700
89.38599977	3.90348200	5.01937700
89.38799977	3.90348200	5.01937700
89.38999977	3.90348200	5.01937700
89.39199977	3.90348200	5.01937700
89.39399977	3.81674500	5.01937700
89.39599977	3.90348200	4.93294800
89.39799977	3.81674500	5.01937700
89.39999977	3.90348200	5.01937700
89.40199977	3.90348200	5.01937700
89.40399977	3.90348200	4.93294800
89.40599977	3.81674500	4.93294800
89.40799977	3.81674500	4.93294800
89.40999977	3.90348200	4.93294800
89.41199977	3.81674500	4.93294800
89.41399977	3.81674500	4.93294800
89.41599977	3.81674500	4.93294800
89.41799977	3.81674500	4.93294800
89.41999977	3.81674500	4.93294800
89.42199977	3.81674500	4.93294800
89.42399977	3.81674500	4.93294800
89.42599977	3.81674500	4.93294800
89.42799977	3.81674500	4.93294800
89.42999977	3.81674500	4.93294800
89.43199977	3.81674500	4.93294800
89.43399977	3.81674500	4.84651800
89.43599977	3.81674500	4.93294800
89.43799977	3.81674500	4.93294800
89.43999977	3.81674500	4.84651800
89.44199977	3.81674500	4.84651800
89.44399977	3.81674500	4.84651800
89.44599977	3.81674500	4.84651800
89.44799977	3.81674500	4.93294800
89.44999977	3.81674500	4.84651800
89.45199977	3.81674500	4.84651800
89.45399977	3.81674500	4.84651800
89.45599977	3.81674500	4.84651800
89.45799977	3.81674500	4.84651800
89.45999977	3.81674500	4.84651800
89.46199977	3.81674500	4.84651800
89.46399977	3.81674500	4.84651800
89.46599977	3.81674500	4.84651800
89.46799977	3.81674500	4.84651800
89.46999977	3.73000700	4.84651800
89.47199977	3.73000700	4.84651800
89.47399977	3.81674500	4.84651800
89.47599977	3.81674500	4.75978100
89.47799977	3.81674500	4.84651800
89.47999977	3.81674500	4.75978100
89.48199977	3.73000700	4.84651800
89.48399977	3.73000700	4.84651800
89.48599977	3.81674500	4.75978100
89.48799977	3.73000700	4.75978100
89.48999977	3.73000700	4.75978100
89.49199977	3.73000700	4.75978100
89.49399977	3.73000700	4.75978100
89.49599977	3.81674500	4.75978100
89.49799977	3.73000700	4.75978100
89.49999977	3.73000700	4.75978100
89.50199977	3.73000700	4.75978100
89.50399977	3.73000700	4.75978100
89.50599977	3.73000700	4.75978100
89.50799977	3.73000700	4.75978100
89.50999977	3.73000700	4.75978100
89.51199977	3.73000700	4.75978100
89.51399977	3.73000700	4.75978100
89.51599977	3.73000700	4.75978100
89.51799977	3.73000700	4.75978100
89.51999977	3.73000700	4.75978100
89.52199977	3.73000700	4.75978100
89.52399977	3.73000700	4.75978100
89.52599977	3.73000700	4.75978100
89.52799977	3.73000700	4.75978100
89.52999977	3.73000700	4.75978100
89.53199977	3.73000700	4.75978100
89.53399977	3.73000700	4.75978100
89.53599977	3.73000700	4.75978100
89.53799977	3.73000700	4.75978100
89.53999977	3.73000700	4.75978100
89.54199977	3.73000700	4.75978100
